Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Baby Dog","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/119267832/baby-dog,2.5,-1,Sport,5.7+,1,90,39.99752,-105.41522
Animation,"Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749785/animation,3.2,-1,Sport,5.8,1,100,39.99752,-105.41522
"Laurel & Hardy Meet Abbott & Costello","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106106417/laurel-hardy-meet-abbott-costello,1.7,-1,Sport,5.9,1,50,39.99752,-105.41522
"Lazy Day","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106147677/lazy-day,1.9,-1,Sport,5.9+,1,60,39.99752,-105.41522
"Is It Ready Yet...Moe","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106107243/is-it-ready-yetmoe,2.1,-1,Sport,5.9+,1,80,39.99752,-105.41522
"Unfamiliar Strangers","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762684/unfamiliar-strangers,2.3,-1,Sport,5.9+,1,85,39.99752,-105.41522
"Cannabis Sportiva","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753067/cannabis-sportiva,2.6,-1,"Trad, Sport",5.10d,1,,39.99752,-105.41522
"Joint Venture","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749782/joint-venture,2.5,-1,Sport,5.11a,2,,39.99752,-105.41522
"Free Willie","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749956/free-willie,3.1,-1,Sport,5.11a,1,80,39.99752,-105.41522
"Nice To Be Here","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106136111/nice-to-be-here,1.5,-1,Sport,5.11-,1,70,39.99752,-105.41522
"Melancholy Man","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106109550/melancholy-man,1.7,-1,Sport,5.11b,1,75,39.99752,-105.41522
"Tuesday Afternoon","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106144480/tuesday-afternoon,1.4,-1,Sport,5.11,1,70,39.99752,-105.41522
"Threshold Of A Dream","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106125224/threshold-of-a-dream,2.7,-1,Sport,5.11d,1,70,39.99752,-105.41522
"Beast Food Right","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106304100/beast-food-right,2.2,-1,Sport,5.12a,1,85,39.99752,-105.41522
"Animal Riots Activist","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105754999/animal-riots-activist,2.7,-1,Sport,5.12a,1,45,39.99752,-105.41522
"Days of Future Passed aka Our Future Has Passed","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758080/days-of-future-passed-aka-our-future-has-passed,2.8,-1,Sport,5.12a,1,,39.99752,-105.41522
"Feeding The Beast (aka Beast Food)","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757429/feeding-the-beast-aka-beast-food,2.4,-1,"Trad, Sport",5.12a,1,90,39.99752,-105.41522
Blockhead,"Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106253127/blockhead,2.4,-1,Sport,5.12b,1,85,39.99752,-105.41522
"Beast Food Left","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106304082/beast-food-left,2.4,-1,Sport,5.12b,1,85,39.99752,-105.41522
"Piles of Trials","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757018/piles-of-trials,3.0,-1,Sport,5.12b,1,40,39.99752,-105.41522
"Lovely to See You","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106135888/lovely-to-see-you,2.1,-1,"Trad, Sport",5.12c,1,70,39.99752,-105.41522
"Reversal Roof","Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106147074/reversal-roof,1.7,-1,"Sport, Boulder","5.12d V7",1,25,39.99752,-105.41522
"Hope and Pray","Middle Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106124805/hope-and-pray,1.4,-1,"Trad, Sport",5.8,1,60,39.99812,-105.41479
"Ride My See-saw","Middle Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106135291/ride-my-see-saw,1.5,-1,Sport,5.10a,1,80,39.99812,-105.41479
"Talking Out Of Turn","Middle Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106113458/talking-out-of-turn,2.7,-1,Sport,5.10b,2,,39.99812,-105.41479
"Strange Times","Middle Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106121979/strange-times,1.6,-1,"Trad, Sport",5.10c,1,60,39.99812,-105.41479
"The Balance","Middle Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106121675/the-balance,1.3,-1,"Trad, Sport",5.11-,1,75,39.99812,-105.41479
"Isn't Life Strange","Middle Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106110630/isnt-life-strange,3.0,-1,Sport,5.11b/c,1,105,39.99812,-105.41479
"Split Personality","Middle Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/107575111/split-personality,2.7,-1,Sport,5.12,1,95,39.99812,-105.41479
"Blame it on a Rush of Blood to the Head","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758143/blame-it-on-a-rush-of-blood-to-the-head,0.0,-1,"Trad, Sport",5.11b/c,2,150,39.99846,-105.41397
"New Beginnings","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757459/new-beginnings,2.1,-1,Sport,5.11c,1,70,39.99846,-105.41397
"Animal Magnetism","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105753505/animal-magnetism,3.8,-1,Sport,5.11c,1,110,39.99846,-105.41397
Sundog,"Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757231/sundog,2.7,-1,Sport,5.12a,1,60,39.99846,-105.41397
"Cujo Tranquilizer","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757234/cujo-tranquilizer,3.2,-1,Sport,5.12b,1,100,39.99846,-105.41397
"The Fifth World","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758895/the-fifth-world,2.9,-1,"Trad, Sport",5.12b/c,1,90,39.99846,-105.41397
"Evolution Revolution","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749959/evolution-revolution,2.8,-1,Sport,5.12b/c,1,,39.99846,-105.41397
"Global Gorilla","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749779/global-gorilla,3.4,-1,Sport,5.12c,1,170,39.99846,-105.41397
"Animal Instinct","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755935/animal-instinct,3.7,-1,Sport,5.12c,1,70,39.99846,-105.41397
"The Fifth Destiny","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/109768478/the-fifth-destiny,-1.0,-1,Sport,5.12d,1,105,39.99846,-105.41397
"Hands of Destiny","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751672/hands-of-destiny,3.7,-1,Sport,5.12d,2,,39.99846,-105.41397
"Pit Bull Prowser","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751546/pit-bull-prowser,2.4,-1,Sport,5.13a,2,,39.99846,-105.41397
"Closer To God","Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106159335/closer-to-god,2.2,-1,Sport,5.13c,1,95,39.99846,-105.41397
"Primate Studies","The Zoo > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749668/primate-studies,2.7,-1,Sport,5.11+,1,,39.9991,-105.4145
"Living with the Apes","The Zoo > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749665/living-with-the-apes,2.9,-1,Sport,5.12a,1,,39.9991,-105.4145
"Tiger Swan","The Zoo > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113994499/tiger-swan,3.0,-1,Sport,5.12b,1,50,39.9991,-105.4145
"The Monkey Wrench","The Zoo > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749671/the-monkey-wrench,1.0,-1,Sport,5.12b/c,1,,39.9991,-105.4145
"Don't Pull on the Udder","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764727/dont-pull-on-the-udder,1.6,-1,"Trad, Sport",5.8,1,,39.9984,-105.4164
"Get Your Dieck Off My Barnyard Animals","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764637/get-your-dieck-off-my-barnyard-animals,2.0,-1,"Trad, Sport",5.9,1,,39.9984,-105.4164
"What's Mine Is Yours","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106216226/whats-mine-is-yours,2.0,-1,Sport,5.9,1,35,39.9984,-105.4164
"Sofa Kingdom","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750685/sofa-kingdom,2.4,-1,Sport,5.9+,1,90,39.9984,-105.4164
"Couch Potato","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106216208/couch-potato,1.7,-1,"Trad, Sport",5.10-,1,75,39.9984,-105.4164
"Just Another Cow's Climb","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105833248/just-another-cows-climb,1.5,-1,"Trad, Sport",5.10-,1,65,39.9984,-105.4164
"Just Moo It","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105765042/just-moo-it,1.7,-1,"Trad, Sport",5.10+,1,80,39.9984,-105.4164
"Little Stevie's Favorite Heifer","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764634/little-stevies-favorite-heifer,2.3,-1,Sport,5.10c/d,1,,39.9984,-105.4164
"Not So Ruff Roof","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113920970/not-so-ruff-roof,1.6,-1,Sport,5.10d,1,90,39.9984,-105.4164
Lieback,"Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/108170122/lieback,1.0,-1,"Trad, Sport",5.11-,1,60,39.9984,-105.4164
"Ruff Roof","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755917/ruff-roof,2.4,-1,"Sport, TR",5.12a,1,100,39.9984,-105.4164
"Bull Fight","Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764631/bull-fight,1.6,-1,Sport,5.12b,1,45,39.9984,-105.4164
Nahcolite,"Mine Hole Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120817389/nahcolite,2.0,-1,Sport,5.12c,1,60,39.9984,-105.4164
"Road to Isengard","The Watermark > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756358/road-to-isengard,2.1,-1,Sport,5.7,1,100,39.9983,-105.413
Lothlorien,"The Watermark > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750745/lothlorien,2.1,-1,Sport,5.7,1,80,39.9983,-105.413
"Twin Cracks Right","The Watermark > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105850906/twin-cracks-right,1.5,-1,"Trad, Sport",5.8,1,90,39.9983,-105.413
Glennevere,"The Watermark > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756532/glennevere,2.0,-1,Sport,5.8,1,65,39.9983,-105.413
"Twin Cracks Left","The Watermark > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105850865/twin-cracks-left,2.0,-1,"Trad, Sport",5.9-,1,85,39.9983,-105.413
"The Memory of Trees","The Watermark > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105750922/the-memory-of-trees,2.6,-1,Sport,5.9,1,100,39.9983,-105.413
"Minas Tireth","The Watermark > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761964/minas-tireth,1.7,-1,Sport,5.10a,1,60,39.9983,-105.413
"Twin Peaks","The Watermark > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756535/twin-peaks,2.0,-1,"Sport, TR",5.10a/b,1,90,39.9983,-105.413
"Left Side [Truth or Consequences]","Truth or Consequences Crag aka Inca Stone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764997/left-side-truth-or-consequences,0.7,-1,"Trad, Sport","5.10- R",1,35,40.0042,-105.4007
"Warm Up","Truth or Consequences Crag aka Inca Stone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105752134/warm-up,1.7,-1,Sport,5.10d,1,40,40.0042,-105.4007
"The Alter","Truth or Consequences Crag aka Inca Stone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105794453/the-alter,1.8,-1,Sport,5.11a,1,45,40.0042,-105.4007
"Human Sacrifice","Truth or Consequences Crag aka Inca Stone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105752146/human-sacrifice,1.0,-1,Sport,5.11-,1,,40.0042,-105.4007
"Sacrificial Virgin","Truth or Consequences Crag aka Inca Stone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105752143/sacrificial-virgin,1.8,-1,Sport,5.11b,1,,40.0042,-105.4007
"Inca Stone","Truth or Consequences Crag aka Inca Stone > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105762423/inca-stone,2.5,-1,Sport,"5.11d PG13",1,50,40.0042,-105.4007
"Iron Maiden","First Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760608/iron-maiden,2.1,-1,Sport,5.9,1,70,39.99885,-105.4124
"Sword In The Stone","First Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105862660/sword-in-the-stone,2.5,-1,Sport,5.9+,1,70,39.99885,-105.4124
"Mists of Avalon","First Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761322/mists-of-avalon,2.4,-1,Sport,5.10a,1,90,39.99885,-105.4124
Slayer,"First Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761262/slayer,2.2,-1,Sport,5.10b,1,70,39.99885,-105.4124
[Redacted],"First Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761319/redacted,1.6,-1,"Trad, Sport",5.10c,1,55,39.99885,-105.4124
"Marquis de Sade","First Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761268/marquis-de-sade,2.4,-1,Sport,5.10c,1,60,39.99885,-105.4124
"Body Count","First Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761265/body-count,2.2,-1,Sport,5.11a/b,1,60,39.99885,-105.4124
"Catch and Release","First Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105751741/catch-and-release,1.5,-1,Sport,5.12b,1,90,39.99885,-105.4124
"Wheel of Fortune","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761337/wheel-of-fortune,2.1,-1,Sport,5.10a,1,60,39.999,-105.4122
"The Tower","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761340/the-tower,2.8,-1,Sport,5.10a,1,100,39.999,-105.4122
"The Magician","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105857146/the-magician,1.7,-1,"Trad, Sport",5.10a,1,80,39.999,-105.4122
"The Fool","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761343/the-fool,1.8,-1,Sport,5.10c,1,60,39.999,-105.4122
Lust,"Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761271/lust,3.4,-1,Sport,5.10c,1,90,39.999,-105.4122
"The Hanged Man","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761334/the-hanged-man,1.5,-1,Sport,5.10+,1,50,39.999,-105.4122
"The Horse","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764151/the-horse,1.7,-1,"Trad, Sport",5.10d,1,60,39.999,-105.4122
"The Devil","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761274/the-devil,2.9,-1,Sport,5.11b/c,1,70,39.999,-105.4122
"The Constant Gardener","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106129223/the-constant-gardener,2.8,-1,Sport,5.12b,1,80,39.999,-105.4122
"Goat F***er","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764280/goat-fer,2.0,-1,Sport,5.12,1,25,39.999,-105.4122
"Manganese Direct","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106129209/manganese-direct,3.5,-1,Sport,5.12c,1,80,39.999,-105.4122
"Earth Angel","Tarot Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764436/earth-angel,3.6,-1,Sport,5.12d,1,80,39.999,-105.4122
Pillar,"Three Dihedrals > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105825469/pillar,0.4,-1,"Trad, Sport",5.6,1,50,39.99889,-105.41204
"Dom Perignon","Three Dihedrals > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758158/dom-perignon,1.7,-1,"Trad, Sport",5.9,1,60,39.99889,-105.41204
Dominator,"Three Dihedrals > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758062/dominator,3.0,-1,Sport,5.10c,1,60,39.99889,-105.41204
"Dead Can Dance","Wall of the Dead > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757393/dead-can-dance,2.4,-1,Sport,5.9+,1,60,39.99836,-105.41199
"Isle of the Dead","Wall of the Dead > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756730/isle-of-the-dead,1.6,-1,Sport,5.10b,1,,39.99836,-105.41199
"Dead Again","Wall of the Dead > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760935/dead-again,2.4,-1,Sport,5.10c,1,60,39.99836,-105.41199
Sarcophagus,"Wall of the Dead > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/119193303/sarcophagus,2.0,-1,"Sport, TR","5.10+ PG13",1,70,39.99836,-105.41199
"The Clipboard","Clipboard Area > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758257/the-clipboard,2.6,-1,Sport,5.11a/b,1,50,39.99889,-105.41204
"Chairman of the Board","Clipboard Area > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761295/chairman-of-the-board,2.9,-1,Sport,5.11+,1,50,39.99889,-105.41204
Disinclination,"Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761364/disinclination,1.9,-1,Sport,5.7,1,90,39.99843,-105.41208
"Incline Club","Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756484/incline-club,2.1,-1,Sport,5.7+,1,90,39.99843,-105.41208
"Tomb of Sorrows","Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761367/tomb-of-sorrows,1.6,-1,Sport,5.8,1,75,39.99843,-105.41208
Supernatural,"Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761349/supernatural,2.7,-1,Sport,5.10d,1,85,39.99843,-105.41208
Flashpoint,"Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105834727/flashpoint,1.5,-1,Sport,5.11a,1,40,39.99843,-105.41208
"Strange Science","Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105754129/strange-science,3.4,-1,"Sport, TR",5.11c,1,50,39.99843,-105.41208
Ripcord,"Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761298/ripcord,2.7,-1,Sport,5.12a,1,40,39.99843,-105.41208
"Free Fall","Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758413/free-fall,2.6,-1,Sport,5.12a,1,40,39.99843,-105.41208
"Mystery Ship","Crack Land > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757942/mystery-ship,1.7,-1,Sport,5.10a,1,70,39.99888,-105.41159
"The Art Of War","Crack Land > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105831811/the-art-of-war,2.5,-1,Sport,5.10b,1,100,39.99888,-105.41159
"Ancient Fright","Crack Land > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764418/ancient-fright,1.9,-1,Sport,5.10c,1,70,39.99888,-105.41159
"Ancient Light","Crack Land > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761370/ancient-light,2.0,-1,"Trad, Sport",5.10c,2,150,39.99888,-105.41159
"War Horse","Crack Land > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105833627/war-horse,2.1,-1,"Trad, Sport",5.10c,1,75,39.99888,-105.41159
"Dragon Fly","Wall of the Dragon > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764544/dragon-fly,1.8,-1,Sport,5.9,1,60,39.99863,-105.41169
"Dragon Slayer","Wall of the Dragon > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764559/dragon-slayer,2.1,-1,Sport,5.10b,1,70,39.99863,-105.41169
"Sorcerer's Apprentice","West Gully > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764643/sorcerers-apprentice,1.1,-1,Sport,5.7,1,60,39.99863,-105.41169
"Charon's Boat","West Gully > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764361/charons-boat,1.6,-1,Sport,5.9+,1,40,39.99863,-105.41169
"Knight of Swords","West Gully > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764649/knight-of-swords,2.1,-1,Sport,5.10d,1,70,39.99863,-105.41169
"Merlin's Enigma","West Gully > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764343/merlins-enigma,1.9,-1,Sport,5.11c/d,1,40,39.99863,-105.41169
"The Solution","Southwest Buttress > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105843930/the-solution,2.0,-1,"Trad, Sport",5.10c,1,80,39.99863,-105.41169
Jaguar,"Southwest Buttress > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758551/jaguar,2.0,-1,"Trad, Sport",5.11c,1,70,39.99863,-105.41169
"The Resistance","Southwest Buttress > Third Tier > Avalon > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105844444/the-resistance,2.4,-1,"Trad, Sport",5.11c,1,80,39.99863,-105.41169
"First Round","The Arena (aka Contender Wall) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755566/first-round,1.2,-1,Sport,5.10b,1,,40.0024,-105.4102
"Standing Eight Count","The Arena (aka Contender Wall) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105755563/standing-eight-count,2.0,-1,Sport,5.11b,1,,40.0024,-105.4102
"Contender Direct","The Arena (aka Contender Wall) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/110316028/contender-direct,2.0,-1,Sport,5.11c,1,50,40.0024,-105.4102
"Sucker Punch","The Arena (aka Contender Wall) > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/111091276/sucker-punch,0.0,-1,Sport,"5.11d PG13",1,25,40.0024,-105.4102
Apparition,"Cenotaph Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105840813/apparition,1.3,-1,"Trad, Sport, TR",5.11a,1,35,39.9778,-105.4601
"Like a Junky Tying Off for the Last Time","Cenotaph Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113833355/like-a-junky-tying-off-for-the-last-time,2.3,-1,Sport,5.11,1,40,39.9778,-105.4601
"[Getting] Down On It","Cenotaph Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/113833341/getting-down-on-it,2.0,-1,Sport,"5.11b/c PG13",1,40,39.9778,-105.4601
Phantasm,"Cenotaph Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105840808/phantasm,2.0,-1,"Trad, Sport, TR",5.11b/c,1,35,39.9778,-105.4601
"Knappweed Herbacide","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105752116/knappweed-herbacide,1.6,-1,Sport,5.10b,1,,39.9937,-105.41847
"Road To Emmaus","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106226356/road-to-emmaus,2.5,-1,Sport,5.11a/b,2,100,39.9937,-105.41847
"New Road","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/106226364/new-road,2.5,-1,Sport,5.11a/b,1,100,39.9937,-105.41847
Willard,"Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105752074/willard,1.7,-1,Sport,5.11c,1,,39.9937,-105.41847
"The Riddler","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757507/the-riddler,2.4,-1,Sport,5.11c,1,50,39.9937,-105.41847
"Mr. Two-Face","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757516/mr-two-face,2.6,-1,Sport,5.11c,1,60,39.9937,-105.41847
"The Joker","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748436/the-joker,2.0,-1,Sport,5.11c,1,,39.9937,-105.41847
